Date,Open,High,Low,Close,Adj Close,Volume
2020-01-20,498.000000,498.000000,494.000000,498.000000,498.000000,4693000
2020-01-21,498.000000,498.000000,494.000000,496.000000,496.000000,5083600
2020-01-22,496.000000,496.000000,488.000000,490.000000,490.000000,7470300
2020-01-23,490.000000,505.000000,490.000000,500.000000,500.000000,12178300
2020-01-24,500.000000,500.000000,492.000000,494.000000,494.000000,5670200
2020-01-27,494.000000,496.000000,484.000000,484.000000,484.000000,8109200
2020-01-28,484.000000,490.000000,470.000000,490.000000,490.000000,12234700
2020-01-29,490.000000,505.000000,484.000000,505.000000,505.000000,12954100
2020-01-30,505.000000,510.000000,496.000000,505.000000,505.000000,10073500
2020-01-31,505.000000,505.000000,488.000000,490.000000,490.000000,6331000
2020-02-03,490.000000,490.000000,480.000000,480.000000,480.000000,4892500
2020-02-04,480.000000,488.000000,478.000000,484.000000,484.000000,7973900
2020-02-05,484.000000,490.000000,480.000000,488.000000,488.000000,5835400
2020-02-06,488.000000,490.000000,484.000000,488.000000,488.000000,5325900
2020-02-07,488.000000,490.000000,482.000000,482.000000,482.000000,4135200
2020-02-10,482.000000,488.000000,478.000000,478.000000,478.000000,5470200
2020-02-11,478.000000,480.000000,476.000000,476.000000,476.000000,5690900
2020-02-12,478.000000,480.000000,476.000000,478.000000,478.000000,4447000
2020-02-13,476.000000,482.000000,474.000000,480.000000,480.000000,5276500
2020-02-14,480.000000,482.000000,476.000000,480.000000,480.000000,4210900
2020-02-17,480.000000,482.000000,472.000000,476.000000,476.000000,6699000
2020-02-18,476.000000,494.000000,476.000000,486.000000,486.000000,9083800
2020-02-19,486.000000,488.000000,480.000000,480.000000,480.000000,3720200
2020-02-20,482.000000,484.000000,478.000000,480.000000,480.000000,4443900
2020-02-21,480.000000,482.000000,472.000000,476.000000,476.000000,3304000
2020-02-24,476.000000,476.000000,462.000000,464.000000,464.000000,4849300
2020-02-25,462.000000,462.000000,452.000000,456.000000,456.000000,5954000
2020-02-26,456.000000,458.000000,444.000000,444.000000,444.000000,6519600
2020-02-27,444.000000,450.000000,426.000000,434.000000,434.000000,7811400
2020-02-28,430.000000,432.000000,396.000000,430.000000,430.000000,8347500
2020-03-02,430.000000,432.000000,410.000000,414.000000,414.000000,4955400
2020-03-03,414.000000,440.000000,410.000000,438.000000,438.000000,11682800
2020-03-04,438.000000,450.000000,430.000000,450.000000,450.000000,5767200
2020-03-05,450.000000,450.000000,440.000000,440.000000,440.000000,4210200
2020-03-06,440.000000,444.000000,432.000000,444.000000,444.000000,5515100
2020-03-09,442.000000,444.000000,424.000000,426.000000,426.000000,5402400
2020-03-10,426.000000,428.000000,420.000000,428.000000,428.000000,5893100
2020-03-11,426.000000,428.000000,416.000000,418.000000,418.000000,4446100
2020-03-12,418.000000,418.000000,392.000000,392.000000,392.000000,3799500
2020-03-13,390.000000,392.000000,366.000000,384.000000,384.000000,6576800
2020-03-16,384.000000,384.000000,358.000000,358.000000,358.000000,2962500
2020-03-17,354.000000,356.000000,334.000000,334.000000,334.000000,1662000
2020-03-18,328.000000,328.000000,312.000000,312.000000,312.000000,2738900
2020-03-19,312.000000,312.000000,292.000000,292.000000,292.000000,1325100
2020-03-20,288.000000,356.000000,272.000000,342.000000,342.000000,8814200
2020-03-23,342.000000,344.000000,320.000000,322.000000,322.000000,6217000
2020-03-24,324.000000,360.000000,318.000000,324.000000,324.000000,7504900
2020-03-26,334.000000,364.000000,334.000000,356.000000,356.000000,9282500
2020-03-27,360.000000,386.000000,360.000000,366.000000,366.000000,12247100
2020-03-30,360.000000,362.000000,342.000000,356.000000,356.000000,5932300
2020-03-31,356.000000,380.000000,356.000000,372.000000,372.000000,7121200
2020-04-01,372.000000,386.000000,368.000000,374.000000,374.000000,8515000
2020-04-02,372.000000,402.000000,362.000000,388.000000,388.000000,8361600
2020-04-03,392.000000,422.000000,388.000000,416.000000,416.000000,11266200
2020-04-06,416.000000,436.000000,416.000000,422.000000,422.000000,8707500
2020-04-07,426.000000,434.000000,412.000000,422.000000,422.000000,7467500
2020-04-08,422.000000,426.000000,402.000000,404.000000,404.000000,6061500
2020-04-09,406.000000,416.000000,398.000000,410.000000,410.000000,6426800
2020-04-13,410.000000,420.000000,408.000000,412.000000,412.000000,5209300
2020-04-14,412.000000,422.000000,412.000000,422.000000,422.000000,6556400
2020-04-15,422.000000,436.000000,416.000000,418.000000,418.000000,8368200
2020-04-16,418.000000,420.000000,396.000000,402.000000,402.000000,6401200
2020-04-17,404.000000,416.000000,404.000000,414.000000,414.000000,5555800
2020-04-20,418.000000,422.000000,410.000000,422.000000,422.000000,4447100
2020-04-21,420.000000,420.000000,404.000000,408.000000,408.000000,4663500
2020-04-22,408.000000,420.000000,398.000000,418.000000,418.000000,6673900
2020-04-23,418.000000,426.000000,418.000000,422.000000,422.000000,5754000
2020-04-24,422.000000,470.000000,420.000000,450.000000,450.000000,16654200
2020-04-27,452.000000,474.000000,448.000000,452.000000,452.000000,19913900
2020-04-28,452.000000,456.000000,432.000000,444.000000,444.000000,10520600
2020-04-29,450.000000,450.000000,436.000000,438.000000,438.000000,5600600
2020-04-30,440.000000,448.000000,438.000000,442.000000,442.000000,6449700
2020-05-04,442.000000,460.000000,432.000000,458.000000,458.000000,8432000
2020-05-05,458.000000,488.000000,458.000000,484.000000,484.000000,25342500
2020-05-06,486.000000,492.000000,466.000000,470.000000,470.000000,13180300
2020-05-08,470.000000,478.000000,470.000000,472.000000,472.000000,6908500
2020-05-11,474.000000,486.000000,472.000000,478.000000,478.000000,8995900
2020-05-12,480.000000,482.000000,458.000000,460.000000,460.000000,11959000
2020-05-13,460.000000,460.000000,438.000000,452.000000,452.000000,7652100
2020-05-14,448.000000,472.000000,446.000000,470.000000,470.000000,10144300
2020-05-15,474.000000,478.000000,466.000000,468.000000,468.000000,9607700
2020-05-18,472.000000,476.000000,464.000000,466.000000,466.000000,7501200
2020-05-19,466.000000,472.000000,462.000000,464.000000,464.000000,6818700
2020-05-20,464.000000,464.000000,456.000000,458.000000,458.000000,6095300
2020-05-26,462.000000,476.000000,458.000000,466.000000,466.000000,7883000
2020-05-27,468.000000,472.000000,464.000000,468.000000,468.000000,5229900
2020-05-28,468.000000,470.000000,464.000000,464.000000,464.000000,5552800
2020-05-29,464.000000,468.000000,462.000000,466.000000,466.000000,5702600
2020-06-02,466.000000,470.000000,462.000000,462.000000,462.000000,6552600
2020-06-03,462.000000,480.000000,460.000000,480.000000,480.000000,12567300
2020-06-04,484.000000,488.000000,466.000000,468.000000,468.000000,11363200
2020-06-05,468.000000,476.000000,464.000000,472.000000,472.000000,6868600
2020-06-08,474.000000,480.000000,472.000000,480.000000,480.000000,9344900
2020-06-09,484.000000,488.000000,470.000000,470.000000,470.000000,10773900
2020-06-10,470.000000,472.000000,448.000000,454.000000,454.000000,10079000
2020-06-11,454.000000,460.000000,446.000000,456.000000,456.000000,7052600
2020-06-12,454.000000,454.000000,440.000000,454.000000,454.000000,6629100
2020-06-15,456.000000,458.000000,450.000000,452.000000,452.000000,5665200
2020-06-16,452.000000,468.000000,452.000000,462.000000,462.000000,7290900
2020-06-17,462.000000,476.000000,462.000000,470.000000,470.000000,9692700
2020-06-18,472.000000,472.000000,464.000000,466.000000,466.000000,5673000
2020-06-19,468.000000,470.000000,460.000000,460.000000,460.000000,7521300
2020-06-22,460.000000,462.000000,456.000000,458.000000,458.000000,6135300
2020-06-23,460.000000,466.000000,450.000000,460.000000,460.000000,7869400
